"System","Cali.User.Selection","Analyt.User.Selection","Chromatography","Report.File","Cali.Default.File","SAA.Menue","FullName","Solids","Method","Element","Analyt","Signal.Name","SAA","Version","QC.Kind","QC.Name","QC.RegEx","Filename","Zielwert","Unsicherheit","LimitBG","Unit.Accept","QC.Norm","Unit.Norm","Datum.Val","Datum.Reval","Datum.Next.Reval","Operator.Reval","BGMethod","Significant.Digits","Alpha","Masse","UseMeans","UseIntCorr","outlier","BG.SAA","QC.Spike"
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Be","9Be (sa-3V-H2)","9Be (sa-3V-H2)","1.5.2","1","QC","Be_QC","^M.+?QC Spike","SAA_1.5.2_Be_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",9,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Bi","209Bi (sa-3V-H2)","209Bi (sa-3V-H2)","1.5.2","1","VBW","Bi_VBW","^QC VBW","SAA_1.5.2_Bi_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",209,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Bi","209Bi (sa-3V-H2)","209Bi (sa-3V-H2)","1.5.2","1","QC","Bi_QC","^M.+?QC Spike","SAA_1.5.2_Bi_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",209,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cd","111Cd (sa-3V-H2)","111Cd (sa-3V-H2)","1.5.2","1","VBW","Cd_VBW","^QC VBW","SAA_1.5.2_Cd_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",111,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cd","111Cd (sa-3V-H2)","111Cd (sa-3V-H2)","1.5.2","1","QC","Cd_QC","^M.+?QC Spike","SAA_1.5.2_Cd_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",111,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Co","59Co (sa-3V-H2)","59Co (sa-3V-H2)","1.5.2","1","VBW","Co_VBW","^QC VBW","SAA_1.5.2_Co_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",59,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Co","59Co (sa-3V-H2)","59Co (sa-3V-H2)","1.5.2","1","QC","Co_QC","^M.+?QC Spike","SAA_1.5.2_Co_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",59,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cr","52Cr (sa-3V-H2)","52Cr (sa-3V-H2)","1.5.2","1","VBW","Cr_VBW","^QC VBW","SAA_1.5.2_Cr_VBW.csv",,,0.5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",52,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cr","52Cr (sa-3V-H2)","52Cr (sa-3V-H2)","1.5.2","1","QC","Cr_QC","^M.+?QC Spike","SAA_1.5.2_Cr_QC.csv",100,20,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",52,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cu","65Cu (sa-3V-H2)","65Cu (sa-3V-H2)","1.5.2","1","VBW","Cu_VBW","^QC VBW","SAA_1.5.2_Cu_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",65,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Cu","65Cu (sa-3V-H2)","65Cu (sa-3V-H2)","1.5.2","1","QC","Cu_QC","^M.+?QC Spike","SAA_1.5.2_Cu_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",65,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Fe","56Fe (sa-3V-H2)","56Fe (sa-3V-H2)","1.5.2","1","VBW","Fe_VBW","^QC VBW","SAA_1.5.2_Fe_VBW.csv",,,1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",56,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Fe","56Fe (sa-3V-H2)","56Fe (sa-3V-H2)","1.5.2","1","QC","Fe_QC","^M.+?QC Spike","SAA_1.5.2_Fe_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",56,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Li","7Li (sa-3V-H2)","7Li (sa-3V-H2)","1.5.2","1","VBW","Li_VBW","^QC VBW","SAA_1.5.2_Li_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",7,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Li","7Li (sa-3V-H2)","7Li (sa-3V-H2)","1.5.2","1","QC","Li_QC","^M.+?QC Spike","SAA_1.5.2_Li_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",7,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Mn","55Mn (sa-3V-H2)","55Mn (sa-3V-H2)","1.5.2","1","VBW","Mn_VBW","^QC VBW","SAA_1.5.2_Mn_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",55,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Mn","55Mn (sa-3V-H2)","55Mn (sa-3V-H2)","1.5.2","1","QC","Mn_QC","^M.+?QC Spike","SAA_1.5.2_Mn_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",55,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Mo","95Mo (sa-3V-H2)","95Mo (sa-3V-H2)","1.5.2","1","VBW","Mo_VBW","^QC VBW","SAA_1.5.2_Mo_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",95,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Mo","95Mo (sa-3V-H2)","95Mo (sa-3V-H2)","1.5.2","1","QC","Mo_QC","^M.+?QC Spike","SAA_1.5.2_Mo_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",95,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Ni","60Ni (sa-3V-H2)","60Ni (sa-3V-H2)","1.5.2","1","VBW","Ni_VBW","^QC VBW","SAA_1.5.2_Ni_VBW.csv",,,0.5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",60,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Ni","60Ni (sa-3V-H2)","60Ni (sa-3V-H2)","1.5.2","1","QC","Ni_QC","^M.+?QC Spike","SAA_1.5.2_Ni_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",60,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Pb","208Pb (sa-3V-H2)","208Pb (sa-3V-H2)","1.5.2","1","VBW","Pb_VBW","^QC VBW","SAA_1.5.2_Pb_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",208,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Pb","208Pb (sa-3V-H2)","208Pb (sa-3V-H2)","1.5.2","1","QC","Pb_QC","^M.+?QC Spike","SAA_1.5.2_Pb_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",208,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Sb","121Sb (sa-3V-H2)","121Sb (sa-3V-H2)","1.5.2","1","VBW","Sb_VBW","^QC VBW","SAA_1.5.2_Sb_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",121,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Sb","121Sb (sa-3V-H2)","121Sb (sa-3V-H2)","1.5.2","1","QC","Sb_QC","^M.+?QC Spike","SAA_1.5.2_Sb_QC.csv",100,10,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",121,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Se","78Se (sa-3V-H2)","78Se (sa-3V-H2)","1.5.2","1","VBW","Se_VBW","^QC VBW","SAA_1.5.2_Se_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",78,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Se","78Se (sa-3V-H2)","78Se (sa-3V-H2)","1.5.2","1","QC","Se_QC","^M.+?QC Spike","SAA_1.5.2_Se_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",78,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Sr","88Sr (sa-3V-H2)","88Sr (sa-3V-H2)","1.5.2","1","VBW","Sr_VBW","^QC VBW","SAA_1.5.2_Sr_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",88,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Sr","88Sr (sa-3V-H2)","88Sr (sa-3V-H2)","1.5.2","1","QC","Sr_QC","^M.+?QC Spike","SAA_1.5.2_Sr_QC.csv",100,30,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",88,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Ti","48Ti (sa-3V-H2)","48Ti (sa-3V-H2)","1.5.2","1","VBW","Ti_VBW","^QC VBW","SAA_1.5.2_Ti_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",48,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Ti","48Ti (sa-3V-H2)","48Ti (sa-3V-H2)","1.5.2","1","QC","Ti_QC","^M.+?QC Spike","SAA_1.5.2_Ti_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",48,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Tl","205Tl (sa-3V-H2)","205Tl (sa-3V-H2)","1.5.2","1","VBW","Tl_VBW","^QC VBW","SAA_1.5.2_Tl_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",205,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Tl","205Tl (sa-3V-H2)","205Tl (sa-3V-H2)","1.5.2","1","QC","Tl_QC","^M.+?QC Spike","SAA_1.5.2_Tl_QC.csv",100,30,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",205,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","V","51V (sa-3V-H2)","51V (sa-3V-H2)","1.5.2","1","VBW","V_VBW","^QC VBW","SAA_1.5.2_V_VBW.csv",,,0.1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",51,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","V","51V (sa-3V-H2)","51V (sa-3V-H2)","1.5.2","1","QC","V_QC","^M.+?QC Spike","SAA_1.5.2_V_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",51,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Zn","66Zn (sa-3V-H2)","66Zn (sa-3V-H2)","1.5.2","1","VBW","Zn_VBW","^QC VBW","SAA_1.5.2_Zn_VBW.csv",,,1,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",66,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 1.5.2 ICP-MS in wässriger Matrix",,0,"MS Wasser","Zn","66Zn (sa-3V-H2)","66Zn (sa-3V-H2)","1.5.2","1","QC","Zn_QC","^M.+?QC Spike","SAA_1.5.2_Zn_QC.csv",100,30,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",66,1,1,0,1,1
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","As","75As (sa-3V-H2)","75As (sa-3V-H2)","5.1.2","2","VBW","As_VBW",,"SAA_5.1.2_As_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",75,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","As","75As (sa-3V-H2)","75As (sa-3V-H2)","5.1.2","2","QC","As_NIST1632d",,"SAA_5.1.2_As_NIST1632d.csv",90,10,,"%",6.1,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",75,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Ba","137Ba (mp_STD)","137Ba (mp_STD)","5.1.2","2","VBW","Ba_VBW",,"SAA_5.1.2_Ba_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",137,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Ba","137Ba (mp_STD)","137Ba (mp_STD)","5.1.2","2","QC","Ba_NIST1632d",,"SAA_5.1.2_Ba_NIST1632d.csv",80,10,,"%",40.42,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",137,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cd","111Cd (sa-3V-H2)","111Cd (sa-3V-H2)","5.1.2","2","VBW","Cd_VBW",,"SAA_5.1.2_Cd_VBW.csv",,,5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",111,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cd","111Cd (sa-3V-H2)","111Cd (sa-3V-H2)","5.1.2","2","QC","Cd_NIST1632d",,"SAA_5.1.2_Cd_NIST1632d.csv",90,10,,"%",0.08,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",111,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Co","59Co (sa-3V-H2)","59Co (sa-3V-H2)","5.1.2","2","VBW","Co_VBW",,"SAA_5.1.2_Co_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",59,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Co","59Co (sa-3V-H2)","59Co (sa-3V-H2)","5.1.2","2","QC","Co_NIST1632d",,"SAA_5.1.2_Co_NIST1632d.csv",90,10,,"%",3424,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",59,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cr","52Cr (sa-3V-H2)","52Cr (sa-3V-H2)","5.1.2","2","VBW","Cr_VBW",,"SAA_5.1.2_Cr_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",52,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cr","52Cr (sa-3V-H2)","52Cr (sa-3V-H2)","5.1.2","2","QC","Cr_NIST1632d",,"SAA_5.1.2_Cr_NIST1632d.csv",90,10,,"%",13.7,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",52,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cu","65Cu (sa-3V-H2)","65Cu (sa-3V-H2)","5.1.2","2","VBW","Cu_VBW",,"SAA_5.1.2_Cu_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",65,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Cu","65Cu (sa-3V-H2)","65Cu (sa-3V-H2)","5.1.2","2","QC","Cu_NIST1632d",,"SAA_5.1.2_Cu_NIST1632d.csv",90,10,,"%",5.83,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",65,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Mn","55Mn (sa-3V-H2)","55Mn (sa-3V-H2)","5.1.2","2","VBW","Mn_VBW",,"SAA_5.1.2_Mn_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",55,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Mn","55Mn (sa-3V-H2)","55Mn (sa-3V-H2)","5.1.2","2","QC","Mn_NIST1632d",,"SAA_5.1.2_Mn_NIST1632d.csv",90,10,,"%",13.1,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",55,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Ni","60Ni (sa-3V-H2)","60Ni (sa-3V-H2)","5.1.2","2","VBW","Ni_VBW",,"SAA_5.1.2_Ni_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",60,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Ni","60Ni (sa-3V-H2)","60Ni (sa-3V-H2)","5.1.2","2","QC","Ni_NIST1632d",,"SAA_5.1.2_Ni_NIST1632d.csv",100,10,,"%",10,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",60,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Pb","208Pb (mp_STD)","208Pb (mp_STD)","5.1.2","2","VBW","Pb_VBW",,"SAA_5.1.2_Pb_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",208,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Pb","208Pb (mp_STD)","208Pb (mp_STD)","5.1.2","2","QC","Pb_NIST1632d",,"SAA_5.1.2_Pb_NIST1632d.csv",100,10,,"%",3845,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",208,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Sb","121Sb (mp_STD)","121Sb (mp_STD)","5.1.2","2","VBW","Sb_VBW",,"SAA_5.1.2_Sb_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",121,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Sb","121Sb (mp_STD)","121Sb (mp_STD)","5.1.2","2","QC","Sb_NIST1632d",,"SAA_5.1.2_Sb_NIST1632d.csv",80,10,,"%",445,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",121,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Se","78Se (sa-0V-H2)","78Se (sa-0V-H2)","5.1.2","2","VBW","Se_VBW",,"SAA_5.1.2_Se_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",78,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Se","78Se (sa-0V-H2)","78Se (sa-0V-H2)","5.1.2","2","QC","Se_NIST1632d",,"SAA_5.1.2_Se_NIST1632d.csv",95,10,,"%",1.29,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",78,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","Tl","205Tl (mp_STD)","205Tl (mp_STD)","5.1.2","2","VBW","Tl_VBW",,"SAA_5.1.2_Tl_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",205,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","V","51V (sa-3V-H2)","51V (sa-3V-H2)","5.1.2","2","VBW","V_VBW",,"SAA_5.1.2_V_VBW.csv",,,0.05,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",51,1,1,0,0,0
"eQuant (MS)",0,1,0,"iCAPQ_EvalR_Report.Rmd",,"SAA 5.1.2 ICP-MS Rest-, Brennstoffe",,1,"MS Brennstoffe","V","51V (sa-3V-H2)","51V (sa-3V-H2)","5.1.2","2","QC","V_NIST1632d",,"SAA_5.1.2_V_NIST1632d.csv",90,10,,"%",23.74,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",51,1,1,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Al",,,"5.1.1","2","VBW","Al_VBW","VBW","SAA_5.1.1_Al_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Al",,,"5.1.1","2","QC","Al_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Al_NBS1633c.csv",100,20,,"%",13.28,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","As",,,"5.1.1","2","VBW","As_VBW",,"SAA_5.1.1_As_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","As",,,"5.1.1","2","QC","As_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_As_NBS1633c.csv",100,20,,"%",186.2,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ba",,,"5.1.1","2","VBW","Ba_VBW",,"SAA_5.1.1_Ba_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
